City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
698,Uchiza,PE,-8.4592,-76.4633,85.32,57,20,2.86,few clouds
699,Acarau,BR,-2.8856,-40.12,79.38,85,100,12.46,overcast clouds
700,Huanren,CN,41.2647,125.3667,39.11,74,55,2.42,broken clouds
701,Moyale,KE,3.5167,39.0584,68.32,78,100,3.85,overcast clouds
702,Galesong,ID,-5.3166,119.3661,77.02,84,22,5.06,few clouds
703,Asosa,ET,10.0667,34.5333,68.79,63,16,2.26,few clouds
704,Lakes Entrance,AU,-37.8811,147.981,52.16,60,40,17.78,scattered clouds
705,Birjand,IR,32.8663,59.2211,70.27,14,40,0.0,scattered clouds
706,Rovaniemi,FI,66.5,25.7167,42.21,70,0,14.97,clear sky
707,Talnakh,RU,69.4865,88.3972,8.01,97,100,3.71,overcast clouds
708,Laurel,US,39.0993,-76.8483,62.53,97,100,12.66,mist
709,Putina,PE,-15.4667,-69.4333,50.22,50,0,7.31,clear sky
710,Cornesti,RO,44.7833,25.8667,61.2,48,61,5.77,broken clouds
711,Kargil,IN,34.5667,76.1,44.29,53,70,5.88,broken clouds
712,Te Anau,NZ,-45.4167,167.7167,53.56,94,100,2.48,moderate rain
713,Acajutla,SV,13.5928,-89.8275,84.16,73,99,15.28,overcast clouds
714,Ballina,AU,-28.8667,153.5667,66.16,96,100,6.91,overcast clouds
715,Imeni Poliny Osipenko,RU,52.4201,136.4853,23.11,96,97,1.41,overcast clouds
716,Petukhovo,RU,55.0692,67.9019,37.81,50,5,10.96,clear sky
717,Ismailia,EG,30.6043,32.2723,63.19,53,0,7.36,clear sky
718,Gambela,ET,8.25,34.5833,73.9,88,35,3.53,scattered clouds
719,Tezu,IN,27.9167,96.1667,73.58,68,0,4.14,clear sky
720,Puerto Colombia,CO,10.9878,-74.9547,80.69,79,100,5.73,overcast clouds
721,Vaxjo,SE,56.8777,14.8091,54.57,43,100,6.91,overcast clouds
722,Warri,NG,5.5167,5.75,77.16,89,100,4.09,overcast clouds
